movie_title,title_year,duration,content_rating,gross,budget,country,director_name,actor_main,director_facebook_likes,actor_main_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,facenumber_in_poster,imdb_score,Financial_Success
I Served the King of England,2006,113,R,617228,84450000,Czech Republic,Jirφ Menzel,Julia Jentsch,100,1000,2500,250,3091.5,1,7.4,0
Sling Blade,1996,148,R,24475416,890000,USA,Billy Bob Thornton,Robert Duvall,300,3000,5000,10000,36221.5,0,8,1
Hostel,2005,93,R,47277326,4800000,USA,Eli Roth,Jay Hernandez,300,2000,5000,10000,69407,0,5.9,1
Tristram Shandy: A Cock and Bull Story,2005,94,R,1247453,2800000,UK,Michael Winterbottom,Steve Coogan,100,1000,2500,187.5,5601,0,6.8,0
Take Shelter,2011,121,R,1729969,5000000,USA,Jeff Nichols,Katy Mixon,137,1000,2500,3500,34105.5,0,7.4,0
Lady in White,1988,118,R,1705139,4700000,USA,Frank LaLoggia,Alex Rocco,100,1000,2500,2500,2347.5,0,6.7,0
Only God Forgives,2013,90,R,778565,4800000,Denmark,Nicolas Winding Refn,Ryan Gosling,100,16500,17389.5,7500,41617,1,5.7,0
The Names of Love,2010,100,R,513836,4600000,France,Michel Leclerc,Sara Forestier,100,1000,2500,2500,3152,1,7.2,0
Police Academy,1984,96,R,81200000,4500000,USA,Hugh Wilson,Steve Guttenberg,300,2000,5000,10000,43869.5,0,6.7,1
Four Weddings and a Funeral,1994,117,R,52700832,4500000,UK,Mike Newell,Kristin Scott Thomas,300,2000,5000,10000,53961.5,4,7.1,1
25th Hour,2002,108,R,13060843,15000000,USA,Spike Lee,Philip Seymour Hoffman,100,11000,13025,2500,74764,0,7.7,0
Bound,1996,109,R,3798532,4500000,USA,Lana Wachowski,Christopher Meloni,100,1500,2500,500,20569,0,7.4,0
Requiem for a Dream,2000,102,R,3609278,4500000,USA,Darren Aronofsky,Ellen Burstyn,100,1000,2500,9500,286770.5,0,8.4,0
Tango,1998,115,PG-13,1687311,700000000,Spain,Carlos Saura,Mφa Maestro,100,1000,2500,134.75,1206,3,7.2,0
Donnie Darko,2001,133,R,727883,4500000,USA,Richard Kelly,Jake Gyllenhaal,100,7500,8520,8250,290499.5,1,8.1,0
Character,1997,122,R,713413,4500000,Netherlands,Mike van Diem,Jan Decleir,100,1000,2500,172.25,4585.5,1,7.8,0
Spun,2002,106,R,410241,2000000,USA,Jonas ┼kerlund,Patrick Fugit,100,1000,2500,750,16178.5,0,6.8,0
Lady Vengeance,2005,112,R,211667,4200000000,South Korea,Chan-wook Park,Min-sik Choi,100,1000,2500,1000,26754,0,7.7,0
After.Life,2009,104,R,108229,4500000,USA,Agnieszka Wojtowicz-Vosloo,Liam Neeson,100,7000,7930,1750,15418,1,5.9,0
One Flew Over the Cuckoo's Nest,1975,133,R,112000000,4400000,USA,Milos Forman,Scatman Crothers,869,2000,5000,32000,340020.5,0,8.7,1
Whale Rider,2002,101,PG-13,20772796,6000000,New Zealand,Niki Caro,Keisha Castle-Hughes,300,2000,5000,10000,17116,1,7.6,1
Pan,2015,111,PG,34964818,150000000,USA,Joe Wright,Hugh Jackman,256,10000,10702,6000,19987.5,4,5.8,0
Night Watch,2004,104,R,1487477,4200000,Russia,Timur Bekmambetov,Konstantin Khabenskiy,135,1000,2500,2500,23548.5,0,6.5,0
The Crying Game,1992,112,R,62549000,2300000,UK,Neil Jordan,Jim Broadbent,300,2000,5000,10000,20680.5,0,7.3,1
Porky's,1981,94,R,105500000,4000000,Canada,Bob Clark,Art Hindle,300,2000,5000,10000,15630,0,6.2,1
Survival of the Dead,2009,90,R,101055,4000000,USA,George A. Romero,Julian Richings,100,1000,2500,2500,8739,0,5,0
Lost in Translation,2003,101,R,44566004,4000000,USA,Sofia Coppola,Scarlett Johansson,300,19000,32015,17000,160641.5,0,7.8,1
Annie Hall,1977,93,PG,39200000,4000000,USA,Woody Allen,Woody Allen,11000,11000,12691,10000,96470,0,8.1,1
Exodus: Gods and Kings,2014,150,PG-13,65007045,140000000,UK,Ridley Scott,Christian Bale,100,11500,13244.5,12750,64347,0,6.1,0
Monster's Ball,2001,112,R,31252964,4000000,USA,Marc Forster,Heath Ledger,395,13000,13707,10000,35747.5,1,7.1,1
Maggie,2015,95,PG-13,131175,8500000,USA,Henry Hobson,Joely Richardson,100,1000,2500,5500,15109.5,2,5.6,0
Leaving Las Vegas,1995,111,R,31968347,3600000,USA,Mike Figgis,Nicolas Cage,300,12000,14823,10000,46947,0,7.6,1
The Boy Next Door,2015,91,R,35385560,4000000,USA,Rob Cohen,Ryan Guzman,357,3000,5000,8000,13599,1,4.6,1
The Kids Are All Right,2010,106,R,20803237,3500000,USA,Lisa Cholodenko,Josh Hutcherson,450,14000,18645,16000,55308,1,7.1,1
They Live,1988,93,R,13008928,4000000,USA,John Carpenter,Meg Foster,300,2000,5000,27000,36750.5,0,7.3,1
The Last Exorcism Part II,2013,93,PG-13,15152879,5000000,France,Ed Gass-Donnelly,Muse Watson,300,45000,46868,10000,6753,0,4,1
Boyhood,2014,165,R,25359200,4000000,USA,Richard Linklater,Ellar Coltrane,300,2000,5000,92000,133010,0,8,1
Scoop,2006,96,PG-13,10515579,4000000,UK,Woody Allen,Scarlett Johansson,11000,19000,20132,10000,33420,0,6.7,1
Planet of the Apes,2001,119,PG-13,180011740,100000000,USA,Tim Burton,Cary-Hiroyuki Tagawa,13000,2000,5000,10000,88864.5,0,5.7,1
The Wash,2001,93,R,10097096,4000000,USA,DJ Pooh,Angell Conwell,300,2000,5000,842,2806,2,4.6,1
3 Strikes,2000,82,R,9821335,6000000,USA,DJ Pooh,Mo'Nique,300,2000,5000,10000,707.5,1,4,1
The Cooler,2003,101,R,8243880,3200000,USA,Wayne Kramer,Estella Warren,300,2000,5000,762,14357,1,7,1
The Night Listener,2006,81,R,7825820,4000000,USA,Patrick Stettner,Robin Williams,300,49000,50831,576,6543,0,5.9,1
My Soul to Take,2010,107,R,14637490,25000000,USA,Wes Craven,Frank Grillo,100,1000,2500,2500,8205.5,2,4.8,0
The Orphanage,2007,105,R,7159147,3400000,Spain,J.A. Bayona,Geraldine Chaplin,300,2000,5000,11000,60094.5,0,7.5,1
A Haunted House 2,2014,86,R,17314483,4000000,USA,Michael Tiddes,Ashley Rickards,300,2000,5000,10000,7310.5,2,4.7,1
The Rules of Attraction,2002,110,R,6525762,4000000,USA,Roger Avary,Ian Somerhalder,675,16000,19928,10000,22169.5,2,6.7,1
Four Rooms,1995,110,R,4301331,4000000,USA,Allison Anders,Salma Hayek,100,2000,3960.5,2500,39120.5,6,6.7,0
Secretary,2002,104,R,4046737,4000000,USA,Steven Shainberg,Jeremy Davies,100,1000,2500,3750,33974.5,1,7.1,0
The Real Cancun,2003,96,R,3713002,8000000,USA,Rick de Oliveira,Laura Ramsey,100,1000,2500,2500,1805.5,1,2.7,0
Talk Radio,1988,110,R,3468572,4000000,USA,Oliver Stone,Michael Wincott,100,1000,2500,204,5036.5,0,7.3,0
Waiting for Guffman,1996,84,R,2892582,4000000,USA,Christopher Guest,Catherine O'Hara,178,1000,2500,2500,11348.5,0,7.6,0
Love Stinks,1999,94,R,2800000,4000000,USA,Jeff Franklin,Ivana Milicevic,100,1000,2500,2500,2188.5,3,5.8,0
You Kill Me,2007,93,R,2426851,4000000,USA,John Dahl,Philip Baker Hall,100,1000,2500,207.5,8112,1,6.5,0
Thumbsucker,2005,96,R,1325073,4000000,USA,Mike Mills,Kelli Garner,100,1000,2500,177,9381,0,6.6,0
Mirrormask,2005,101,PG,864959,4000000,UK,Dave McKean,Stephanie Leonidas,100,1000,2500,2500,10137.5,0,6.9,0
Samsara,2011,102,PG-13,2601847,4000000,USA,Ron Fricke,Collin Alfredo St. Dic,130,1000,2500,6500,11228.5,0,8.5,0
The Barbarians,1987,87,R,800000,4000000,USA,Ruggero Deodato,Michael Berryman,100,1000,2500,137.5,1154,0,4.8,0
Poolhall Junkies,2002,99,R,562059,4000000,USA,Mars Callahan,Chazz Palminteri,100,1000,2500,218,4267.5,4,7,0
The Loss of Sexual Innocence,1999,106,R,399793,4000000,USA,Mike Figgis,Kelly Macdonald,100,1000,2500,2500,1438.5,0,5.4,0
Joe,2013,117,R,371897,4000000,USA,David Gordon Green,Nicolas Cage,100,6000,6803.5,2750,18247,2,6.9,0
Shooting Fish,1997,99,PG,302204,3000000,UK,Stefan Schwartz,Peter McNamara,100,1000,2500,2500,3352.5,3,6.6,0
Prison,1987,102,R,354704,1300000,USA,Renny Harlin,Viggo Mortensen,100,5000,5541.5,2500,1352.5,0,5.9,0
The Big Tease,1999,86,R,185577,4000000,UK,Kevin Allen,Craig Ferguson,100,1000,2500,2500,1066.5,1,6.3,0
Adore,2013,112,R,317125,16000000,Australia,Anne Fontaine,Robin Wright,100,9000,12634.5,2500,11667,0,6.2,0
Mondays in the Sun,2002,113,R,146402,4000000,Spain,Fernando Le≤n de Aranoa,Luis Tosar,100,1000,2500,2500,4956.5,1,7.7,0
Gone with the Wind,1939,226,G,198655278,3977000,USA,Victor Fleming,Hattie McDaniel,300,2000,5000,16000,107670,1,8.2,1
Desert Dancer,2014,104,PG-13,143653,4000000,UK,Richard Raymond,Tom Cullen,100,1000,2500,2500,588.5,0,6,0
The History Boys,2006,109,R,2706659,2000000,UK,Nicholas Hytner,Dominic Cooper,100,1500,2988.5,2500,8885,0,6.9,0
Unknown,2011,113,PG-13,61094903,30000000,UK,Jaume Collet-Serra,Liam Neeson,300,14000,17151,29000,105274,3,6.9,1
The Full Monty,1997,91,R,45857453,3500000,UK,Peter Cattaneo,Tom Wilkinson,300,2000,5000,10000,41116,3,7.2,1
Airplane!,1980,88,PG,83400000,3500000,USA,Jim Abrahams,Peter Graves,300,2000,5000,16000,80140.5,0,7.8,1
Friday,1995,97,R,27900000,3500000,USA,F. Gary Gray,Nia Long,473,2000,5000,8000,37313,1,7.3,1
Menace II Society,1993,97,R,27900000,3500000,USA,Albert Hughes,Jada Pinkett Smith,300,2000,5000,10000,19754,2,7.5,1
Creepshow 2,1987,85,R,14000000,3500000,USA,Michael Gornick,George Kennedy,300,3000,5000,1000,7978,0,6,1
The Witch,2015,92,R,25138292,3500000,USA,Robert Eggers,Julian Richings,300,2000,5000,43000,33241.5,0,6.8,1
I Got the Hook Up,1998,93,R,10305534,3500000,USA,Michael Martin,Joe Estevez,300,2000,5000,10000,860.5,2,3.9,1
She's the One,1996,96,R,9449219,3500000,USA,Edward Burns,John Mahoney,300,2000,5000,10000,6974.5,2,6.1,1
Gods and Monsters,1998,105,R,6390032,3500000,USA,Bill Condon,Brendan Fraser,386,3000,5000,10000,12488.5,2,7.5,1
The Secret in Their Eyes,2009,129,R,20167424,2000000,Argentina,Juan JosΘ Campanella,Ricardo Darφn,300,2000,5000,33000,65915.5,0,8.2,1
Pootie Tang,2001,81,PG-13,3293258,3000000,USA,Louis C.K.,Wanda Sykes,100,1000,2500,2500,5699.5,0,5.2,0
La otra conquista,1998,106,R,886410,3500000,Mexico,Salvador Carrasco,Elpidia Carrillo,100,1000,2500,2500,512,0,6.8,0
Trollhunter,2010,103,PG-13,252652,19900000,Norway,AndrΘ ╪vredal,Otto Jespersen,100,1000,2500,9500,27052,0,7,0
Ira & Abby,2006,101,R,220234,3500000,USA,Robert Cary,Frances Conroy,100,1000,2500,2500,975,3,6.5,0
The Watch,2012,102,R,34350553,68000000,USA,Akiva Schaffer,Will Forte,100,1000,2500,3750,52036,4,5.7,0
Winter Passing,2005,98,R,101228,3500000,USA,Adam Rapp,Zooey Deschanel,100,5500,10004.5,2500,3614,4,6.4,0
March of the Penguins,2005,80,G,77413017,8000000,France,Luc Jacquet,Morgan Freeman,300,11000,11218,10000,22992,0,7.6,1
Margin Call,2011,107,R,5354039,3500000,USA,J.C. Chandor,Kevin Spacey,300,18000,22834,21000,46299.5,8,7.1,1
Choke,2008,92,R,2926565,3000000,USA,Clark Gregg,Anjelica Huston,100,1000,2500,2500,14286.5,0,6.5,0
Whiplash,2014,107,R,13092000,3300000,USA,Damien Chazelle,J.K. Simmons,300,24000,26495,129000,199569,0,8.5,1
City of God,2002,135,R,7563397,3300000,Brazil,Fernando Meirelles,Alice Braga,353,2000,5000,28000,266600,0,8.7,1
Human Traffic,1999,99,R,104257,2200000,UK,Justin Kerrigan,Danny Dyer,100,1000,2500,2500,9597,2,7.1,0
The Hunt,2012,115,R,610968,3800000,Denmark,Thomas Vinterberg,Thomas Bo Larsen,146,1000,2500,15000,85077.5,1,8.3,0
Bella,2006,91,PG-13,8108247,3300000,USA,Alejandro Monteverde,Armando Riesco,300,2000,5000,10000,4803.5,0,7.4,1
Maria Full of Grace,2004,101,R,6517198,3000000,Colombia,Joshua Marston,Catalina Sandino Moreno,300,2000,5000,10000,15237,0,7.5,1
Beginners,2010,105,R,5776314,3200000,USA,Mike Mills,Goran Visnjic,300,2000,5000,15000,36674.5,4,7.2,1
Phantasm II,1988,97,R,7282851,3000000,USA,Don Coscarelli,Angus Scrimm,300,2000,5000,812,4751,1,6.5,1
Real Women Have Curves,2002,90,PG-13,5844929,3000000,USA,Patricia Cardoso,America Ferrera,300,2000,5000,595,3000,1,7,1
East Is East,1999,96,R,4170647,1900000,UK,Damien O'Donnell,Archie Panjabi,300,2000,5000,1000,7274,0,6.9,1
Whipped,2000,82,R,4142507,3000000,USA,Peter M. Cohen,Callie Thorne,100,1000,2500,2500,1832.5,1,4.4,0
Kama Sutra: A Tale of Love,1996,109,R,4109095,3000000,USA,Mira Nair,Indira Varma,100,1000,2500,2500,4119.5,0,6,0
Warlock: The Armageddon,1993,98,R,3902679,3000000,USA,Anthony Hickox,Julian Sands,100,1000,2500,2500,1971.5,0,5.3,0
8 Heads in a Duffel Bag,1997,95,R,3559990,3000000,USA,Tom Schulman,Kristy Swanson,100,1000,2500,2500,4002.5,0,5.3,0
Thirteen Conversations About One Thing,2001,104,R,3287435,4500000,USA,Jill Sprecher,Matthew McConaughey,100,5500,6125,2500,4301.5,2,7.1,0
Jawbreaker,1999,87,R,3071947,3500000,USA,Darren Stein,Julie Benz,100,1500,4777.5,2500,9355.5,3,5.4,0
Basquiat,1996,108,R,2961991,3300000,USA,Julian Schnabel,Gary Oldman,100,5000,5729.5,2500,7942.5,4,6.9,0
Tsotsi,2005,94,R,2912363,3000000,UK,Gavin Hood,Terry Pheto,100,1000,2500,2500,12531.5,1,7.3,0
DysFunktional Family,2003,89,R,2223990,3000000,USA,George Gallo,Eddie Griffin,100,1000,2500,2500,380.5,1,6.6,0
Tusk,2014,102,R,1821983,3000000,USA,Kevin Smith,Johnny Depp,100,20000,21905,5000,15544.5,0,5.4,0
Oldboy,2003,120,R,2181290,3000000,South Korea,Chan-wook Park,Min-sik Choi,100,1000,2500,10750,178090.5,0,8.4,0
Letters to God,2010,110,PG,2848578,3500000,USA,David Nixon,Robyn Lively,100,1000,2500,2500,1971,0,6.3,0
Bachelorette,2012,87,R,418268,3000000,USA,Leslye Headland,Kirsten Dunst,100,2000,4176.5,2500,18578,3,5.3,0
Tim and Eric's Billion Dollar Movie,2012,93,R,200803,3000000,USA,Tim Heidecker,Michael Gross,100,1000,2500,2500,3994,3,5.3,0
The Gambler,2014,111,R,33631221,25000000,USA,Rupert Wyatt,George Kennedy,300,3000,5000,10000,24281,1,6,1
Chain Letter,2009,88,R,143000,5000000,USA,Deon Taylor,Matt Cohen,100,1000,2500,2500,2061,0,4.1,0
Alice in Wonderland,2010,108,PG,334185206,200000000,USA,Tim Burton,Johnny Depp,13000,40000,79957,24000,153168,0,6.5,1
Cinderella,2015,105,PG,201148159,95000000,USA,Kenneth Branagh,Hayley Atwell,300,2000,5000,56000,51874.5,1,7,1
Central Station,1998,113,R,5595428,2900000,Brazil,Walter Salles,Fernanda Montenegro,300,2000,5000,10000,14475.5,0,8,1
Boynton Beach Club,2005,105,R,3123749,1500000,USA,Susan Seidelman,Dyan Cannon,300,2000,5000,10000,373,8,6.5,1
Hustle & Flow,2005,116,R,22201636,8000000,USA,Craig Brewer,Isaac Hayes,300,2000,5000,10000,16783.5,1,7.4,1
Halloween II,2009,119,R,33386128,15000000,USA,Rob Zombie,Scout Taylor-Compton,300,2000,5000,3000,18186,0,4.9,1
That Thing You Do!,1996,149,PG,25809813,26000000,USA,Tom Hanks,Tom Hanks,14800,7500,14356.5,2500,25155.5,6,6.9,0
Halloween III: Season of the Witch,1982,98,R,14400000,2500000,USA,Tommy Lee Wallace,Tom Atkins,300,2000,5000,10000,14294.5,0,4.6,1
Kevin Hart: Let Me Explain,2013,75,R,32230907,2500000,USA,Leslie Small,David Jason Perez,300,2000,5000,10000,3031,0,6.7,1
My Own Private Idaho,1991,104,R,6401336,2500000,USA,Gus Van Sant,Keanu Reeves,835,18000,19923,10000,18498,2,7.1,1
Garden State,2004,102,R,26781723,2500000,USA,Zach Braff,Armando Riesco,300,2000,5000,10000,93797.5,3,7.6,1
Before Sunrise,1995,105,R,5400000,2500000,USA,Richard Linklater,Hanno P÷schl,300,2000,5000,22000,91644,1,8.1,1
Jesus' Son,1999,107,R,1282084,2500000,USA,Alison Maclean,Billy Crudup,100,1000,2500,125,3110.5,1,7,0
Robot & Frank,2012,89,PG-13,3325638,2500000,USA,Jake Schreier,Frank Langella,100,1000,2500,3250,26254.5,3,7.1,0
My Life Without Me,2003,106,R,395592,2000000,Spain,Isabel Coixet,Sarah Polley,100,1000,2500,2500,10601,1,7.6,0
The Spectacular Now,2013,95,R,6851969,2500000,USA,James Ponsoldt,Shailene Woodley,300,8000,10040,10000,52795.5,1,7.1,1
Religulous,2008,101,R,12995673,2500000,USA,Larry Charles,Bill Maher,300,2000,5000,24000,26143,1,7.7,1
Dodgeball: A True Underdog Story,2004,92,PG-13,114324072,20000000,USA,Rawson Marshall Thurber,Gary Cole,300,2000,5000,10000,92672.5,0,6.7,1
The Other End of the Line,2008,106,PG-13,115504,14000000,UK,James Dodson,Larry Miller,100,1000,2500,2500,2410,2,6.2,0
Super,2010,96,R,322157,2500000,USA,James Gunn,Linda Cardellini,371,1000,2500,4750,30893.5,0,6.8,0
Get on the Bus,1996,120,R,5731103,2400000,USA,Spike Lee,Bernie Mac,300,2000,5963,10000,2050,10,6.8,1
Thr3e,2006,101,PG-13,978908,2400000,Poland,Robby Henson,Marc Blucas,100,1000,2500,2500,2028.5,0,5.1,0
Go for It!,2011,105,PG-13,178739,2450000,USA,Carmen Marron,Jossara Jinaro,100,1000,2500,141.5,507.5,0,3.9,0
Friday the 13th Part III,1982,91,R,36200000,4000000,USA,Steve Miner,Richard Brooker,300,2000,5000,10000,15976,0,5.7,1
Friday the 13th: A New Beginning,1985,92,R,21300000,2200000,USA,Danny Steinmann,Tiffany Helm,300,2000,5000,1000,11260.5,0,4.7,1
The Last Sin Eater,2007,117,PG-13,379643,2200000,USA,Michael Landon Jr.,Henry Thomas,100,1000,2500,2500,786.5,0,5.9,0
Elling,2001,89,R,313436,15500000,Norway,Petter Nµss,J°rgen Langhelle,100,1000,2500,2500,6122,0,7.6,0
The Triplets of Belleville,2003,80,PG-13,7002255,9500000,France,Sylvain Chomet,Michel Robin,100,1000,2500,2500,21231,0,7.8,0
Smoke Signals,1998,89,PG-13,6719300,2000000,Canada,Chris Eyre,Michael Greyeyes,300,2000,5000,10000,4112,3,7.2,1
Before Sunset,2004,80,R,5792822,2700000,USA,Richard Linklater,Vernon Dobtcheff,300,2000,5000,13000,84199,0,8,1
Amores Perros,2000,115,R,5383834,2000000,Mexico,Alejandro G. I±ßrritu,Adriana Barraza,300,2000,5000,11000,86775.5,0,8.1,1
Thirteen,2003,100,R,4599680,1500000,USA,Catherine Hardwicke,Holly Hunter,308,2000,5000,10000,34111,2,6.8,1
Winter's Bone,2010,100,R,6531491,2000000,USA,Debra Granik,Jennifer Lawrence,300,34000,34446,20000,55829,2,7.2,1
Me and You and Everyone We Know,2005,91,R,3885134,2000000,USA,Miranda July,Najarra Townsend,300,2000,5000,10000,15565,0,7.4,1
We Are Your Friends,2015,96,R,3590010,2000000,UK,Max Joseph,Vanessa Lengies,300,2000,5000,10000,10442.5,0,6.1,1
Harsh Times,2005,116,R,3335839,2000000,USA,David Ayer,J.K. Simmons,253,12000,25156.5,2500,27328.5,2,7,0
Captive,2015,97,PG-13,2557668,2000000,USA,Jerry Jameson,David Oyelowo,100,1000,2500,2500,1955.5,1,5.3,0
Full Frontal,2002,101,R,2506446,2000000,USA,Steven Soderbergh,Julia Roberts,100,4000,5663.5,2500,4331,0,4.7,0
Witchboard,1986,98,R,7369373,2000000,UK,Kevin Tenney,Kathleen Wilhoite,300,2000,5000,10000,2144,1,5.7,1
Hamlet,1996,150,PG-13,4414535,18000000,UK,Kenneth Branagh,Julie Christie,100,1000,2500,2500,15309,0,7.8,0
Waltz with Bashir,2008,90,R,2283276,1500000,Israel,Ari Folman,Ari Folman,100,1000,2500,2500,23053.5,0,8,0
"The Book of Mormon Movie, Volume 1: The Journey",2003,120,PG-13,1098224,2000000,USA,Gary Rogers,Noah Danby,100,1000,2500,2500,198.5,1,3.3,0
The Diary of a Teenage Girl,2015,102,R,1477002,2000000,USA,Marielle Heller,Alexander Skarsgσrd,100,5000,5592,2500,8322.5,3,6.9,0
In the Shadow of the Moon,2007,100,PG,1134049,2000000,UK,David Sington,John F. Kennedy,100,1000,2500,2500,2737.5,0,8.1,0
Inside Deep Throat,2005,89,NC-17,653621,2000000,USA,Fenton Bailey,Hugh M. Hefner,100,1000,2500,148,2807.5,0,6.8,0
The Virginity Hit,2010,86,R,535249,3400000,USA,Huck Botko,Matt Bennett,100,1000,2500,243.5,1733.5,0,4.6,0
House of D,2004,96,PG-13,371081,6000000,USA,David Duchovny,Robin Williams,100,24500,25720.5,214.25,3739.5,2,7,0
Six-String Samurai,1998,91,PG-13,124494,2000000,USA,Lance Mungia,Jeffrey Falcon,100,1000,2500,2500,2806.5,1,6.7,0
Saint John of Las Vegas,2009,85,R,100669,3800000,USA,Hue Rhodes,Peter Dinklage,100,11000,18442.5,2500,1261,1,5.8,0
Stonewall,2015,129,R,186354,13500000,USA,Roland Emmerich,Jeremy Irvine,576,12500,13088,2500,879,0,4.5,0
Sherrybaby,2006,96,R,198407,2000000,USA,Laurie Collyer,Brad William Henke,100,1000,2500,2500,5141,1,6.6,0
Stealing Harvard,2002,85,PG-13,13973532,25000000,USA,Bruce McCulloch,Martin Starr,100,1000,2500,2500,5605.5,1,5.1,0
River's Edge,1986,99,R,4600000,1900000,USA,Tim Hunter,Keanu Reeves,300,18000,19649,10000,5881.5,2,7.1,1
Northfork,2003,103,PG-13,1420578,1900000,USA,Michael Polish,Peter Coyote,100,1000,2500,2500,2447,0,6.4,0
Buried,2010,95,R,1028658,3000000,Spain,Rodrigo CortΘs,Ryan Reynolds,100,8000,8735.5,6000,59342,0,7,0
Carrie,2013,100,R,35266619,30000000,USA,Kimberly Peirce,Chloδ Grace Moretz,300,17000,20051,39000,54124,1,5.9,1
Man on Wire,2008,90,PG-13,2957978,1000000,UK,James Marsh,Paul McGill,300,2000,5000,10000,20240.5,0,7.8,1
Brotherly Love,2015,89,R,444044,1900000,USA,Jamal Hill,Logan Browning,100,1000,2500,250,372,6,7.2,0
The Last Exorcism,2010,87,PG-13,40990055,1800000,France,Daniel Stamm,Caleb Landry Jones,300,2000,5000,10000,20754.5,0,5.6,1
El crimen del padre Amaro,2002,118,R,5709616,1800000,Mexico,Carlos Carrera,Damißn Alcßzar,300,2000,5000,544,5544,0,6.8,1
Beasts of the Southern Wild,2012,93,PG-13,12784397,1800000,USA,Benh Zeitlin,QuvenzhanΘ Wallis,300,2000,5000,31000,35168,0,7.3,1
Songcatcher,2000,109,PG-13,3050934,1800000,USA,Maggie Greenwald,Aidan Quinn,100,1000,2500,2500,1397,1,7.3,0
Run Lola Run,1998,81,R,7267324,3500000,Germany,Tom Tykwer,Moritz Bleibtreu,670,2000,5000,10000,80735.5,1,7.8,1
May,2002,93,R,145540,500000,USA,Lucky McKee,James Duval,100,1000,2500,2500,13386.5,1,6.7,0
In the Bedroom,2001,138,R,35918429,1700000,USA,Todd Field,Tom Wilkinson,300,2000,5000,951,16207.5,1,7.5,1
"Happy, Texas",1999,98,PG-13,1943649,1700000,USA,Mark Illsley,Ally Walker,100,1000,2500,2500,4348.5,3,6.3,0
My Summer of Love,2004,86,R,992238,1700000,UK,Pawel Pawlikowski,Paddy Considine,100,1000,2500,217.25,8174.5,0,6.8,0
The Lunchbox,2013,104,PG,4231500,1000000,India,Ritesh Batra,Nawazuddin Siddiqui,300,2000,5000,16000,15239.5,2,7.8,1
Yes,2004,100,R,396035,1000000,UK,Sally Potter,Shirley Henderson,100,1000,2500,2500,1362.5,0,6.9,0
Caramel,2007,95,PG,1060591,1300000,France,Nadine Labaki,Yasmine Al Massri,100,1000,2500,2500,4875,0,7.2,0
Dawn of the Dead,2004,110,R,58885635,26000000,USA,Zack Snyder,Ty Burrell,300,3000,10438,7000,97213,0,7.4,1
Waitress,2007,108,PG-13,19067631,2000000,USA,Adrienne Shelly,Lew Temple,300,2000,5000,10000,18857,1,7.1,1
Bloodsport,1988,92,R,11806119,1100000,USA,Newt Arnold,Bolo Yeung,300,2000,5000,10000,28789,1,6.8,1
The Squid and the Whale,2005,88,R,7362100,1500000,USA,Noah Baumbach,William Baldwin,387,2000,5000,10000,30147.5,0,7.4,1
Kissing Jessica Stein,2001,97,R,7022940,1000000,USA,Charles Herman-Wurmfeld,Scott Cohen,300,2000,5000,682,7009,1,6.7,1
Exotica,1994,103,R,5132222,2000000,Canada,Atom Egoyan,Bruce Greenwood,460,2000,5000,619,7056,1,7.2,1
Buffalo '66,1998,110,R,2365931,1500000,USA,Vincent Gallo,Anjelica Huston,587,1000,2500,2500,18328.5,2,7.5,0
Insidious,2010,103,PG-13,53991137,1500000,USA,James Wan,Lin Shaye,300,2000,5000,60000,101400,1,6.8,1
Nine Queens,2000,114,R,1221261,1500000,Argentina,Fabißn Bielinsky,Ricardo Darφn,100,1000,2500,2500,19107.5,0,7.9,0
The Ballad of Jack and Rose,2005,112,R,712294,1500000,USA,Rebecca Miller,Beau Bridges,100,1000,2500,152,4704,1,6.7,0
